model,model_year,engine_hp,engine_cylinders,driven_wheels,number_of_doors,highway_mpg,city_mpg,popularity,msrp,maker_name,type_name,transmission_type_name,vehicle_size_name,vehicle_style_name,cost_per_unit,units_sold,profit_per_unit
Corolla,2016,140.0,4.0,1,4.0,42,30,2031,19135,13,1,0,0,2,17114.66,903546,2020.34
Corolla,2016,132.0,4.0,1,4.0,38,29,2031,22195,13,1,0,0,2,20345.3,905890,1849.7
Camry,2016,178.0,4.0,1,4.0,35,25,2031,25715,13,1,0,2,2,22651.63,777605,3063.37
Camry,2017,268.0,6.0,1,4.0,30,21,2031,31370,13,1,0,2,2,27768.1,716926,3601.9
200SX,1997,115.0,4.0,1,2.0,35,25,2009,2000,0,1,1,0,1,1854.69,912943,145.31
9-2X,2006,230.0,4.0,3,4.0,25,18,376,26950,24,0,1,0,12,24704.47,758210,2245.53
9-3 Griffin,2012,220.0,4.0,1,2.0,28,18,376,46080,24,5,0,0,0,38820.44,469583,7259.56
740,1991,162.0,4.0,0,4.0,24,18,870,2000,38,1,1,2,12,1855.84,695925,144.16
740,1991,114.0,4.0,0,4.0,24,18,870,2000,38,1,0,2,12,1784.48,707508,215.52
Accord Crosstour,2010,271.0,6.0,1,4.0,27,18,2202,29670,3,1,0,2,7,26558.36,882149,3111.64
Accord Hybrid,2014,195.0,4.0,1,4.0,45,50,2202,34905,3,1,0,2,2,32020.23,699094,2884.77
850,1996,240.0,5.0,1,4.0,24,17,870,2000,38,1,0,2,2,1802.83,847644,197.17
850,1996,168.0,5.0,1,4.0,26,18,870,2000,38,1,1,2,12,1828.33,714866,171.67
Accord,2015,185.0,4.0,1,4.0,36,27,2202,22905,3,1,0,2,2,20818.93,847280,2086.07
Accord,2016,189.0,4.0,1,4.0,35,26,2202,25065,3,1,0,2,2,22334.0,796389,2731.0
Armada,2015,317.0,8.0,0,4.0,19,13,2009,38510,0,1,0,1,11,34064.54,761983,4445.46
Arnage,2007,450.0,8.0,0,4.0,15,10,520,221990,21,0,0,1,2,168965.04,741,53024.96
B9 Tribeca,2006,250.0,6.0,3,4.0,21,16,640,30695,17,0,0,2,11,27957.86,694942,2737.14
B9 Tribeca,2006,250.0,6.0,3,4.0,21,16,640,30695,17,0,0,2,11,28134.24,827182,2560.76
1 Series,2013,300.0,6.0,0,2.0,28,20,3916,39600,20,0,1,0,1,36360.46,862626,3239.54
100,1993,172.0,6.0,1,4.0,24,17,3105,2000,9,1,1,2,2,1808.17,718380,191.83
4 Series,2015,300.0,6.0,3,2.0,30,20,3916,48250,20,0,0,2,1,41170.35,423551,7079.65
4 Series,2015,240.0,4.0,0,2.0,35,23,3916,40750,20,0,0,2,1,35127.51,473481,5622.49
500,2015,101.0,4.0,1,2.0,40,31,819,18700,32,2,1,0,5,16472.74,776593,2227.26
500,2015,101.0,4.0,1,2.0,40,31,819,17495,32,2,1,0,5,15997.22,844267,1497.78
ATS Coupe,2017,335.0,6.0,3,2.0,27,19,1624,48995,10,1,0,0,1,40989.43,447137,8005.57
CTS,2015,321.0,6.0,0,4.0,29,18,1624,57370,10,3,0,1,2,49891.17,481324,7478.83
Diablo,2001,550.0,12.0,3,2.0,12,9,1158,294900,25,0,1,0,1,215591.51,283,79308.49
2,2013,100.0,4.0,1,4.0,34,28,586,15560,2,1,0,0,7,14003.42,722621,1556.58
3 Series Gran Turismo,2015,300.0,6.0,3,4.0,30,20,3916,47250,20,0,0,2,7,40486.48,473931,6763.52
5 Series Gran Turismo,2017,300.0,6.0,3,4.0,26,18,3916,63200,20,0,0,1,7,51381.5,48577,11818.5
5 Series,2015,443.0,8.0,3,4.0,25,16,3916,67200,20,0,0,1,2,53763.55,57104,13436.45
Alero,2004,140.0,4.0,1,4.0,31,21,26,20435,26,1,0,2,2,18045.58,812636,2389.42
Beetle Convertible,2014,140.0,4.0,1,2.0,41,28,873,31195,4,4,2,0,0,28948.5,811959,2246.5
300ZX,1996,222.0,6.0,0,2.0,22,17,2009,3624,0,1,1,0,0,3234.13,740077,389.87
323,1992,82.0,4.0,1,2.0,33,25,586,2000,2,1,1,0,5,1776.68,884357,223.32
Cruze,2017,153.0,4.0,1,4.0,39,28,1385,16975,5,1,1,2,2,15296.05,804970,1678.95
Cruze,2017,153.0,4.0,1,4.0,39,28,1385,20150,5,1,1,2,2,18083.7,736759,2066.3
Beetle Convertible,2015,170.0,4.0,1,2.0,32,24,873,25595,4,1,0,0,0,22825.19,711846,2769.81
Beetle,2015,170.0,4.0,1,2.0,33,24,873,23605,4,1,1,0,5,21809.44,898666,1795.56
ATS,2015,321.0,6.0,3,4.0,26,18,1624,48715,10,3,0,0,2,42852.21,512679,5862.79
C-Class,2015,241.0,4.0,0,4.0,34,25,617,38400,18,0,0,2,2,34877.73,840500,3522.27
2 Series,2016,320.0,6.0,3,2.0,30,20,3916,46150,20,0,0,0,1,39294.21,426570,6855.79
2 Series,2017,335.0,6.0,0,2.0,32,21,3916,49050,20,2,0,0,0,41715.82,458362,7334.18
3-Sep,2009,210.0,4.0,1,2.0,27,19,376,47345,24,2,0,0,0,40443.45,496315,6901.55
3-Sep,2010,207.0,4.0,3,4.0,27,17,376,36975,24,2,0,0,12,33235.74,897274,3739.26
Beetle Convertible,2016,170.0,4.0,1,2.0,34,25,873,30500,4,1,0,0,0,27556.2,813580,2943.8
Beetle,2015,170.0,4.0,1,2.0,33,25,873,26195,4,1,0,0,5,23494.87,717378,2700.13
A6,2015,310.0,6.0,3,4.0,27,18,3105,56300,9,0,0,2,2,48655.35,508983,7644.65
A6,2016,252.0,4.0,1,4.0,35,24,3105,49900,9,2,2,2,2,43745.68,505133,6154.32
300-Class,1992,228.0,6.0,0,2.0,21,15,617,3814,18,1,1,0,0,3433.17,833248,380.83
300-Class,1992,217.0,6.0,0,2.0,21,15,617,2248,18,1,0,2,1,1993.32,828613,254.68
850,1997,190.0,5.0,1,4.0,24,18,870,2000,38,1,0,2,2,1843.0,893620,157.0
86,2017,200.0,4.0,0,2.0,32,24,2031,26975,13,2,0,0,1,23823.61,827951,3151.39
B-Series Pickup,1998,150.0,6.0,2,2.0,20,15,586,2713,2,1,1,0,3,2390.31,860652,322.69
B-Series Pickup,1999,119.0,4.0,0,2.0,24,19,586,2211,2,1,1,0,3,1959.97,842608,251.03
B-Series,2001,150.0,6.0,2,2.0,19,15,586,20030,2,1,1,0,4,18409.82,854670,1620.18
B-Series,2001,150.0,6.0,0,2.0,21,15,586,15125,2,1,1,0,3,13774.05,861181,1350.95
300,2016,292.0,6.0,0,4.0,31,19,1013,35255,6,1,0,1,2,31528.44,714338,3726.56
300,2016,300.0,6.0,3,4.0,27,18,1013,38590,6,1,0,1,2,35357.53,832576,3232.47
190-Class,1991,130.0,4.0,0,4.0,26,18,617,2000,18,1,1,0,2,1836.81,843782,163.19
190-Class,1993,130.0,4.0,0,4.0,26,18,617,2000,18,1,1,0,2,1801.88,875426,198.12
400-Class,1993,275.0,8.0,0,4.0,22,16,617,2278,18,1,0,2,2,2005.79,870400,272.21
456M,2002,442.0,12.0,0,2.0,14,9,2774,228625,1,0,0,0,1,168167.36,685,60457.64
900,1997,150.0,4.0,1,2.0,26,18,376,2000,24,1,1,0,5,1822.78,740331,177.22
900,1998,185.0,4.0,1,2.0,25,18,376,2268,24,1,1,0,0,2050.18,839671,217.82
C-Class,2015,201.0,4.0,0,2.0,31,22,617,39400,18,0,0,0,1,35175.54,868849,4224.46
C-Class,2016,241.0,4.0,0,4.0,34,25,617,41125,18,0,0,2,2,34869.83,460641,6255.17
C/K 1500 Series,1998,200.0,6.0,2,2.0,19,14,1385,3321,5,1,1,1,3,2925.03,850505,395.97
C/K 1500 Series,1998,230.0,8.0,0,2.0,18,13,1385,3342,5,1,1,1,4,3030.45,868739,311.55
4Runner,2015,270.0,6.0,2,4.0,21,17,2031,35085,13,1,0,2,11,31470.15,740216,3614.85
4Runner,2016,270.0,6.0,0,4.0,22,17,2031,36690,13,1,0,2,11,33060.24,696627,3629.76
9-7X,2008,390.0,8.0,3,4.0,16,12,376,46530,24,1,0,2,11,39873.92,518976,6656.08
9-7X,2009,390.0,8.0,3,4.0,16,12,376,49105,24,1,0,2,11,42664.58,429989,6440.42
Beetle Convertible,2014,170.0,5.0,1,2.0,27,21,873,29395,4,1,0,0,0,27235.93,785647,2159.07
300ZX,1994,222.0,6.0,0,2.0,22,16,2009,2488,0,1,1,0,1,2210.89,744681,277.11
6 Series,2015,315.0,6.0,3,2.0,29,20,3916,79100,20,0,0,2,1,62447.08,54410,16652.92
6 Series,2015,315.0,6.0,0,2.0,31,20,3916,83600,20,0,0,2,0,63070.82,22170,20529.18
Contour,1998,125.0,4.0,1,4.0,32,21,5657,2000,8,1,1,2,2,1822.05,907238,177.95
Corolla iM,2017,137.0,4.0,1,4.0,36,28,2031,19490,13,1,0,0,7,17224.51,769269,2265.49
Cruze,2017,153.0,4.0,1,4.0,40,30,1385,19525,5,1,0,2,2,17344.67,708096,2180.33
Accord,2015,278.0,6.0,1,4.0,34,21,2202,32270,3,1,0,2,2,28474.22,804990,3795.78
ATS,2016,272.0,4.0,3,4.0,30,22,1624,37245,10,2,0,2,2,33064.38,897461,4180.62
Beetle Convertible,2016,170.0,4.0,1,2.0,34,25,873,25490,4,1,0,0,0,23537.63,852906,1952.37
Beetle,2015,210.0,4.0,1,2.0,30,24,873,31625,4,2,2,0,5,28416.86,778121,3208.14
Elantra Touring,2010,138.0,4.0,1,4.0,31,23,1439,18995,19,1,1,0,7,17035.0,726480,1960.0
Escalade,2016,420.0,8.0,0,4.0,22,15,1624,89350,10,2,0,1,11,67023.16,14322,22326.84
CC,2017,200.0,4.0,1,4.0,31,22,873,37820,4,2,2,2,2,34718.19,872814,3101.81
Challenger,2015,485.0,8.0,0,2.0,23,14,1851,37995,7,2,1,1,1,34810.09,852611,3184.91
360,2002,400.0,8.0,0,2.0,15,10,2774,160829,1,0,1,0,0,115567.72,605,45261.28
360,2003,400.0,8.0,0,2.0,15,10,2774,176287,1,0,2,0,0,129666.43,370,46620.57
C30,2013,227.0,5.0,1,2.0,29,21,870,25500,38,1,1,0,5,22507.36,914100,2992.64
Cabriolet,1992,94.0,4.0,1,2.0,29,22,873,2000,4,1,1,0,0,1811.05,762083,188.95
Intrigue,2000,215.0,6.0,1,4.0,26,17,26,2484,26,1,0,2,2,2253.49,892630,230.51
Intrigue,2001,215.0,6.0,1,4.0,26,17,26,22515,26,1,0,2,2,20583.74,848514,1931.26
3-Sep,2009,210.0,4.0,1,4.0,29,19,376,30360,24,2,1,2,2,27644.75,879838,2715.25
3-Sep,2009,210.0,4.0,1,2.0,27,19,376,42130,24,2,1,0,0,36092.83,491693,6037.17
3-Sep,2011,210.0,4.0,1,4.0,31,21,376,28900,24,2,1,2,2,25796.53,786209,3103.47
Charger,2015,485.0,8.0,0,4.0,25,15,1851,39995,7,2,0,1,2,35957.73,828266,4037.27
Charger,2015,370.0,8.0,0,4.0,25,16,1851,33595,7,1,0,1,2,29904.17,729275,3690.83
Excel,1994,81.0,4.0,1,2.0,33,24,1439,2000,19,1,1,0,5,1778.11,741286,221.89
62,2010,604.0,12.0,0,4.0,16,10,67,456500,22,0,0,1,2,320298.34,339,136201.66
ATS Coupe,2015,321.0,6.0,0,2.0,28,18,1624,50325,10,3,0,0,1,43175.27,491020,7149.73
ATS Coupe,2015,272.0,4.0,0,2.0,31,21,1624,41920,10,2,0,0,1,36881.31,428606,5038.69
57,2011,543.0,12.0,0,4.0,16,10,67,372500,22,0,0,1,2,277629.19,592,94870.81
6 Series Gran Coupe,2016,445.0,8.0,0,4.0,25,17,3916,90900,20,0,0,1,2,70861.79,24290,20038.21
Durango,2015,360.0,8.0,0,4.0,23,14,1851,39995,7,2,0,1,11,36993.64,795730,3001.36
Dynasty,1993,141.0,6.0,1,4.0,26,18,1851,2000,7,1,0,2,2,1793.37,869533,206.63
Elise,2010,218.0,4.0,0,2.0,26,20,613,54990,15,0,1,0,0,47491.12,461467,7498.88
9000,1996,210.0,6.0,1,4.0,24,16,376,2000,24,1,0,2,7,1787.62,832036,212.38
9000,1997,170.0,4.0,1,4.0,26,18,376,2000,24,1,1,2,7,1787.59,722412,212.41
Beetle,2015,170.0,4.0,1,2.0,33,25,873,26985,4,1,0,0,5,24184.44,853307,2800.56
Beetle,2016,210.0,4.0,1,2.0,31,23,873,25995,4,2,1,0,5,23298.75,771445,2696.25
Envoy,2007,291.0,6.0,0,4.0,20,14,549,26760,14,1,0,2,11,24707.85,802829,2052.15
Eos,2015,200.0,4.0,1,2.0,30,22,873,39545,4,2,2,0,0,35589.46,769996,3955.54
456M,2003,442.0,12.0,0,2.0,14,9,2774,228625,1,0,0,0,1,161279.9,401,67345.1
458 Italia,2013,562.0,8.0,0,2.0,17,13,2774,257412,1,0,2,0,0,190237.67,739,67174.33
Beetle Convertible,2015,170.0,4.0,1,2.0,32,24,873,27475,4,1,0,0,0,24314.9,738694,3160.1
Challenger,2015,305.0,6.0,0,2.0,30,19,1851,29995,7,1,0,1,1,27630.76,861026,2364.24
Challenger,2016,485.0,8.0,0,2.0,23,14,1851,49195,7,2,1,1,1,43049.77,435107,6145.23
Elantra Coupe,2013,148.0,4.0,1,2.0,38,28,1439,19895,19,1,1,0,1,17570.41,819523,2324.59
C-Max Hybrid,2015,188.0,4.0,1,4.0,37,42,5657,27170,8,1,0,0,12,24521.64,913810,2648.36
Camaro,2017,455.0,8.0,0,2.0,25,16,1385,36905,5,2,1,2,1,32657.74,888420,4247.26
5 Series,2016,240.0,4.0,3,4.0,34,22,3916,52500,20,0,0,1,2,44960.21,423038,7539.79
500e,2016,,0.0,1,2.0,103,121,819,31800,32,6,3,0,5,28007.89,737760,3792.11
ATS,2015,272.0,4.0,3,4.0,28,20,1624,41340,10,2,0,0,2,35825.03,427880,5514.97
ATS,2015,272.0,4.0,0,4.0,30,21,1624,39340,10,2,0,0,2,35067.76,770455,4272.24
850,1997,222.0,5.0,1,4.0,24,17,870,2000,38,1,0,2,2,1831.17,894867,168.83
Cascada,2016,200.0,4.0,1,2.0,27,20,155,36065,34,2,0,2,0,32054.47,820271,4010.53
Elantra,2015,145.0,4.0,1,4.0,38,28,1439,18250,19,1,0,0,2,16065.51,831664,2184.49
Elantra,2017,147.0,4.0,1,4.0,37,28,1439,22350,19,1,0,0,2,19851.38,869227,2498.62
City Express,2016,131.0,4.0,1,4.0,26,24,1385,21955,5,1,0,0,10,20394.03,699169,1560.97
Dakota,2008,210.0,6.0,2,4.0,19,15,1851,24720,7,1,1,0,4,22375.98,713820,2344.02
H3,2009,300.0,8.0,2,4.0,16,13,130,41705,44,1,0,2,11,34728.11,484695,6976.89
Intrigue,2001,215.0,6.0,1,4.0,26,17,26,26635,26,1,0,2,2,24712.63,740938,1922.37
3-Sep,2010,207.0,4.0,3,4.0,27,17,376,32395,24,2,0,2,2,29907.74,774342,2487.26
3-Sep,2010,207.0,4.0,1,2.0,27,19,376,45080,24,2,0,0,0,37927.8,489406,7152.2
Challenger,2017,305.0,6.0,0,2.0,30,19,1851,26995,7,1,0,1,1,24881.86,834956,2113.14
Charger,2017,292.0,6.0,3,4.0,27,18,1851,30245,7,1,0,1,2,27166.59,717533,3078.41
B-Series,2001,150.0,6.0,0,4.0,21,15,586,18485,2,1,1,0,4,16512.06,858709,1972.94
B-Series,2001,140.0,4.0,0,2.0,26,21,586,12495,2,1,1,0,3,11126.14,809416,1368.86
Explorer Sport,2001,203.0,6.0,0,2.0,20,16,5657,21035,8,1,1,2,13,18527.01,868275,2507.99
Explorer,2016,290.0,6.0,1,4.0,24,17,5657,33400,8,3,0,2,11,29424.45,787362,3975.55
CTS,2016,335.0,6.0,0,4.0,30,20,1624,53285,10,1,0,1,2,46600.0,511162,6685.0
GS 430,2007,290.0,8.0,0,4.0,23,16,454,52375,36,0,0,2,2,45512.95,453726,6862.05
GS 450h,2014,338.0,6.0,0,4.0,34,29,454,60430,36,0,0,2,2,50854.13,64932,9575.87
370Z,2017,332.0,6.0,0,2.0,25,18,2009,41820,0,0,0,0,0,36051.17,432337,5768.83
3,2015,184.0,4.0,1,4.0,35,26,586,25545,2,1,1,0,7,23063.49,725642,2481.51
M37,2011,330.0,6.0,0,4.0,26,18,190,47050,35,2,0,1,2,39389.31,433342,7660.69
M3,2017,425.0,6.0,0,4.0,26,17,3916,64000,20,0,1,2,2,50613.02,48188,13386.98
Pacifica,2017,287.0,6.0,1,4.0,28,18,1013,42495,6,1,0,2,8,37278.85,498353,5216.15
Protege,2002,130.0,4.0,1,4.0,28,22,586,15700,2,1,1,0,2,14307.28,743540,1392.72
Protege,2002,130.0,4.0,1,4.0,28,22,586,14975,2,1,1,0,2,13496.9,868610,1478.1
Five Hundred,2005,203.0,6.0,1,4.0,26,19,5657,22165,8,1,0,1,2,20357.95,703922,1807.05
Five Hundred,2006,203.0,6.0,1,4.0,26,19,5657,24230,8,1,0,1,2,22480.52,752616,1749.48
Firebird,2000,200.0,6.0,0,2.0,28,17,210,4677,29,1,1,2,5,4201.81,874861,475.19
Firebird,2001,310.0,8.0,0,2.0,23,16,210,31215,29,0,0,2,0,28802.24,810833,2412.76
Frontier,2016,152.0,4.0,0,4.0,23,17,2009,20960,0,1,0,0,4,18994.31,743970,1965.69
Golf GTI,2015,220.0,4.0,1,4.0,34,25,873,31540,4,2,1,0,7,28137.9,708800,3402.1
Edge,2015,245.0,4.0,1,4.0,30,20,5657,35600,8,2,0,2,11,31522.06,734518,4077.94
Edge,2017,245.0,4.0,3,4.0,27,20,5657,30945,8,2,0,2,11,28547.07,805360,2397.93
F-150,2016,385.0,8.0,0,4.0,22,15,5657,52515,8,3,0,1,9,45440.1,428464,7074.9
F-150,2017,450.0,6.0,2,4.0,18,15,5657,48325,8,1,0,1,4,41982.64,518626,6342.36
CX-5,2014,155.0,4.0,1,4.0,32,26,586,22795,2,1,0,2,11,21060.48,774476,1734.52
CX-5,2014,184.0,4.0,3,4.0,30,24,586,29070,2,1,0,2,11,26490.42,821141,2579.58
500,2016,101.0,4.0,1,2.0,40,31,819,17745,32,2,1,0,5,16344.05,891242,1400.95
500,2017,160.0,4.0,1,2.0,33,28,819,19995,32,2,1,0,5,17809.61,806187,2185.39
Charger,2015,292.0,6.0,3,4.0,27,18,1851,32995,7,1,0,1,2,30488.52,875792,2506.48
Canyon,2012,242.0,5.0,0,4.0,23,17,549,26470,14,1,0,0,9,23488.28,759244,2981.72
Civic,2015,143.0,4.0,1,4.0,39,30,2202,19290,3,1,0,0,2,17552.14,840140,1737.86
C-Class,2015,241.0,4.0,3,4.0,31,24,617,40400,18,0,0,2,2,35341.33,475218,5058.67
C-Class,2015,241.0,4.0,3,4.0,27,19,617,42575,18,0,0,2,2,37250.8,429556,5324.2
9-3 Griffin,2012,220.0,4.0,3,4.0,29,18,376,37115,24,2,0,2,2,33019.8,792885,4095.2
9-3 Griffin,2012,220.0,4.0,3,4.0,30,20,376,34975,24,2,1,0,12,32058.45,853804,2916.55
3-Sep,2010,207.0,4.0,1,4.0,27,19,376,37020,24,2,0,0,12,33440.5,897019,3579.5
Avenger,2012,173.0,4.0,1,4.0,30,21,1851,18995,7,1,0,2,2,17655.44,856620,1339.56
Aventador,2015,700.0,12.0,3,2.0,18,11,1158,397500,25,0,2,2,1,274607.59,450,122892.41
3,2017,155.0,4.0,1,4.0,37,28,586,20145,2,1,0,0,7,17947.24,842693,2197.76
4 Series Gran Coupe,2015,240.0,4.0,3,4.0,33,22,3916,42300,20,0,0,2,2,36688.89,436973,5611.11
DBS,2011,510.0,12.0,0,2.0,18,12,259,273104,37,0,0,2,1,203693.71,381,69410.29
DBS,2012,510.0,12.0,0,2.0,17,11,259,275461,37,0,1,2,1,195904.72,344,79556.28
Colt,1992,113.0,4.0,1,4.0,26,21,535,2000,33,1,1,0,12,1769.34,762799,230.66
Corvette,2017,650.0,8.0,0,2.0,22,15,1385,87015,5,0,1,0,0,68370.09,21145,18644.91
6 Series,2016,315.0,6.0,0,2.0,31,20,3916,84800,20,0,0,2,0,68749.9,12545,16050.1
600-Class,1992,402.0,12.0,0,4.0,14,10,617,2960,18,1,0,1,2,2619.61,695148,340.39
ATS Coupe,2015,272.0,4.0,3,2.0,29,20,1624,44520,10,2,0,0,1,37191.7,478659,7328.3
Axxess,1990,138.0,4.0,2,3.0,22,17,2009,2000,0,1,1,0,8,1825.63,776733,174.37
Caliber,2010,158.0,4.0,1,4.0,31,23,1851,16880,7,1,1,0,12,15457.33,903173,1422.67
Bolt EV,2017,200.0,,1,4.0,110,128,1385,40905,5,6,3,0,7,34622.81,431432,6282.19
Bonneville,2005,205.0,6.0,1,4.0,27,18,210,30350,29,1,0,1,2,26948.93,871739,3401.07
CLK-Class,2009,268.0,6.0,0,2.0,25,17,617,56100,18,0,0,2,0,48246.76,469516,7853.24
Escape,2017,168.0,4.0,1,4.0,29,21,5657,23600,8,1,0,0,11,21938.71,783220,1661.29
FJ Cruiser,2012,260.0,6.0,2,4.0,20,17,2031,27705,13,1,0,2,11,25492.62,800788,2212.38
Fleetwood,1995,260.0,8.0,0,4.0,23,15,1624,2000,10,1,0,1,2,1849.0,812270,151.0
HHR,2010,260.0,4.0,1,4.0,29,21,1385,26255,5,2,1,0,12,24407.13,902107,1847.87
Highlander Hybrid,2015,280.0,6.0,3,4.0,28,27,2031,50340,13,1,0,2,11,44173.12,479064,6166.88
Impreza,2015,148.0,4.0,3,4.0,33,24,640,20995,17,1,1,0,7,18877.32,842166,2117.68
Impreza,2015,148.0,4.0,3,4.0,34,25,640,18695,17,1,1,0,7,16767.0,708503,1928.0
Beetle,2015,150.0,4.0,1,2.0,41,31,873,28525,4,4,1,0,5,25369.14,698595,3155.86
Beetle,2015,210.0,4.0,1,2.0,30,24,873,29215,4,2,2,0,5,26036.5,792887,3178.5
350Z,2008,306.0,6.0,0,2.0,24,17,2009,40980,0,1,1,0,0,34293.02,466510,6686.98
350Z,2008,306.0,6.0,0,2.0,25,18,2009,38680,0,1,1,0,1,35778.43,858771,2901.57
C-Class,2017,503.0,8.0,0,4.0,24,18,617,72800,18,0,0,2,2,60746.49,29679,12053.51
Cayenne,2016,300.0,6.0,3,4.0,24,19,1715,58300,12,0,0,2,11,49182.61,501450,9117.39
DeVille,2005,290.0,8.0,1,4.0,24,16,1624,51600,10,1,0,1,2,45082.13,445281,6517.87
F-150,2015,325.0,6.0,0,4.0,26,19,5657,39610,8,1,0,1,4,36699.77,910888,2910.23
F-150,2015,282.0,6.0,0,2.0,25,18,5657,31625,8,3,0,1,3,28748.73,704982,2876.27
Forester,2015,170.0,4.0,3,4.0,29,22,640,24595,17,1,1,2,11,22143.18,751537,2451.82
Forester,2015,250.0,4.0,3,4.0,28,23,640,28495,17,0,0,2,11,26211.55,898107,2283.45
GLI,2008,200.0,4.0,1,4.0,29,22,873,25375,4,0,2,0,2,23511.36,873880,1863.64
GLI,2012,200.0,4.0,1,4.0,33,22,873,26695,4,2,1,2,2,24692.71,780304,2002.29
Intrepid,2004,244.0,6.0,1,4.0,25,16,1851,25105,7,1,0,1,2,22971.54,885250,2133.46
Crosstrek,2016,148.0,4.0,3,4.0,31,23,640,21595,17,1,1,0,11,19195.5,710551,2399.5
Crosstrek,2017,148.0,4.0,3,4.0,30,23,640,22495,17,1,1,0,11,20656.67,902151,1838.33
Escalade ESV,2016,420.0,8.0,2,4.0,21,15,1624,87145,10,2,0,1,11,65687.62,17575,21457.38
Captiva Sport,2013,180.0,4.0,1,4.0,28,20,1385,24940,5,3,0,2,11,23046.98,704258,1893.02
Jetta SportWagen,2013,170.0,5.0,1,4.0,31,24,873,21695,4,1,0,0,12,19495.5,701191,2199.5
AMG GT,2017,456.0,8.0,0,2.0,22,16,617,111200,18,0,0,0,1,88066.24,456,23133.76
Armada,2015,317.0,8.0,2,4.0,18,12,2009,46500,0,1,0,1,11,39737.68,511466,6762.32
B9 Tribeca,2007,245.0,6.0,3,4.0,21,16,640,34495,17,0,0,2,11,31856.53,873507,2638.47
Baja,2004,210.0,4.0,3,4.0,22,16,640,23995,17,0,1,0,9,21230.19,873505,2764.81
Caliber,2012,158.0,4.0,1,4.0,32,24,1851,18730,7,1,1,0,12,17019.53,735493,1710.47
Camaro,2015,323.0,6.0,0,2.0,28,17,1385,29205,5,1,1,2,1,26774.17,726668,2430.83
850,1996,240.0,5.0,1,4.0,24,17,870,2000,38,1,0,2,12,1789.7,885419,210.3
850,1997,168.0,5.0,1,4.0,26,18,870,2000,38,1,1,2,12,1760.11,906638,239.89
Charger,2017,292.0,6.0,0,4.0,30,19,1851,29995,7,1,0,1,2,26687.96,720692,3307.04
Continental GT3-R,2015,572.0,8.0,3,2.0,23,13,520,337000,21,0,0,2,1,256298.87,691,80701.13
Beetle,2015,210.0,4.0,1,2.0,31,23,873,25450,4,2,1,0,5,22588.97,793768,2861.03
Beetle,2015,150.0,4.0,1,2.0,41,31,873,26430,4,4,2,0,5,24151.56,824147,2278.44
Captiva Sport,2015,180.0,4.0,1,4.0,28,20,1385,24370,5,3,0,2,11,21874.42,804943,2495.58
2 Series,2017,248.0,4.0,3,2.0,33,24,3916,35150,20,2,0,0,1,31932.72,856861,3217.28
200,2015,184.0,4.0,1,4.0,36,23,1013,26625,6,3,0,2,2,23872.7,744977,2752.3
F-150,2016,325.0,6.0,2,4.0,23,18,5657,43490,8,1,0,1,4,37771.81,505814,5718.19
GLI,2012,200.0,4.0,1,4.0,32,24,873,26895,4,2,2,2,2,24616.6,733935,2278.4
Golf Alltrack,2017,170.0,4.0,3,4.0,30,22,873,29430,4,1,1,0,12,25921.2,855609,3508.8
370Z,2017,332.0,6.0,0,2.0,26,19,2009,34870,0,0,0,0,1,32140.66,848631,2729.34
370Z,2017,332.0,6.0,0,2.0,25,18,2009,46570,0,0,0,0,0,38800.56,494771,7769.44
Aerio,2006,155.0,4.0,3,4.0,26,21,481,16599,23,1,0,0,12,14998.24,787509,1600.76
Aerio,2006,155.0,4.0,1,4.0,28,22,481,15299,23,1,1,0,12,13712.19,788213,1586.81
Golf GTI,2016,220.0,4.0,1,2.0,34,25,873,26490,4,2,1,0,5,23720.65,783983,2769.35
Golf,2016,170.0,4.0,1,2.0,36,25,873,20675,4,1,0,0,5,19114.83,700446,1560.17
Axxess,1990,138.0,4.0,1,3.0,22,18,2009,2000,0,1,0,0,8,1805.65,758138,194.35
Azera,2016,293.0,6.0,1,4.0,28,19,1439,39300,19,1,0,2,2,35305.0,781861,3995.0
Aztek,2003,185.0,6.0,1,4.0,24,17,210,20870,29,1,0,2,11,18567.71,728587,2302.29
6 Series Gran Coupe,2015,445.0,8.0,0,4.0,25,17,3916,89600,20,0,0,1,2,72309.69,20315,17290.31
929,1994,193.0,6.0,0,4.0,22,17,586,2000,2,1,0,2,2,1791.51,841364,208.49
B9 Tribeca,2006,250.0,6.0,3,4.0,21,16,640,34295,17,0,0,2,11,31574.31,708840,2720.69
B9 Tribeca,2007,245.0,6.0,3,4.0,21,16,640,29995,17,0,0,2,11,27140.35,878170,2854.65
CTS,2016,268.0,4.0,3,4.0,29,21,1624,53285,10,2,0,1,2,44580.56,495527,8704.44
CTS,2016,335.0,6.0,3,4.0,28,19,1624,64685,10,1,0,1,2,52159.57,45026,12525.43
Civic,2015,143.0,4.0,1,4.0,41,31,2202,20040,3,1,0,0,2,18328.42,888131,1711.58
Civic,2015,205.0,4.0,1,4.0,31,22,2202,24590,3,0,1,0,2,22150.76,697100,2439.24
Flex,2016,287.0,6.0,1,4.0,23,16,5657,32300,8,1,0,1,12,28715.94,748979,3584.06
Flex,2017,287.0,6.0,3,4.0,22,16,5657,40180,8,1,0,1,12,34869.38,511171,5310.62
